anyy;mes;dia;obser;ventkh;component;plujamm;tmax;tmin;tmitjana
1963;9;29;"BERGA";113;"N";2;10.14;2.76;3.69
1989;2;15;"BCN";66;"O";6;25.34;7.49;8.93
2004;4;24;"LLEIDA";153;"SE";7;24.9;-2.67;13.79
2005;8;5;"MASNOU";56;"NE";1;16.34;-1.63;8.98
1995;4;21;"HOSPI";135;"S";9;21.59;-3.12;12.36
2011;10;7;"MASNOU";31;"NO";5;29.41;7.32;11.04
1956;4;1;"TARRACO";186;"NO";1;22.45;13.79;4.33
2013;9;9;"TARRACO";92;"NO";0;28.34;2.54;12.9
1989;4;15;"LLEIDA";13;"O";10;24.5;2.61;10.95
2010;4;12;"BERGA";111;"N";6;12.57;-4.52;8.54
1982;1;30;"GIRONA";100;"E";7;12.87;4.16;4.35
2017;10;16;"GIRONA";193;"SO";8;35.02;12.63;11.2
2008;1;4;"MASNOU";195;"E";4;28.82;11.26;8.78
1992;2;3;"HOSPI";146;"O";2;28.95;14.64;7.15
1981;5;18;"BCN";146;"NE";6;32.56;-0.61;16.59
1967;2;22;"TIBIDABO";71;"NE";9;15.76;1.35;7.21
1967;8;24;"GIRONA";23;"SO";3;22.99;2.47;10.26
1960;9;14;"GIRONA";100;"SE";5;16.28;-0.65;8.46
1965;5;7;"BERGA";109;"NO";10;29.43;-2.05;15.74
1975;8;22;"GIRONA";75;"E";1;35.96;12.84;11.56
1971;2;18;"STACOL";83;"N";10;38.03;19.94;9.04
1953;9;26;"MASNOU";60;"N";6;9.42;8.22;0.6
2018;12;2;"TARRACO";50;"SE";7;20.17;10.31;4.93
2006;6;22;"LLEIDA";99;"NO";8;41.08;15.3;12.89
1979;2;12;"MASNOU";129;"NE";1;43.55;0.55;21.5
1974;8;15;"LLEIDA";165;"S";5;26.67;10.21;8.23
2018;2;16;"VIC";117;"NO";6;23.75;1.8;10.97
2015;10;29;"TIBIDABO";66;"O";8;13.78;0.5;6.64
1997;5;27;"BCN";99;"S";4;34.59;15.62;9.49
2013;4;15;"VIC";123;"NE";8;25.87;4.16;10.86
1977;6;22;"GIRONA";160;"NE";6;40.44;16.83;11.8
1979;6;10;"HOSPI";97;"SO";7;17.03;1.03;8.0
2007;7;1;"VIC";150;"SO";2;19.63;-9.84;14.73
2007;4;21;"LLEIDA";180;"N";9;35.31;19.68;7.82
2001;2;13;"TARRACO";145;"O";10;28.18;-6.08;17.13
1982;12;9;"BCN";139;"NE";3;21.43;14.28;3.58
2017;9;17;"GIRONA";49;"S";8;18.02;-9.85;13.93
1959;8;30;"LLEIDA";151;"S";7;43.37;5.81;18.78
1988;3;20;"MASNOU";188;"NO";2;0.98;-3.11;2.04
1951;4;15;"MASNOU";3;"E";0;18.56;1.23;8.66
2008;6;1;"VIC";66;"NO";0;35.25;-4.33;19.79
1973;11;28;"LLEIDA";1;"N";3;39.86;1.85;19.0
1987;12;18;"STACOL";90;"N";10;26.1;7.47;9.32
2003;11;23;"GIRONA";76;"E";7;29.64;9.29;10.18
1984;2;25;"LLEIDA";169;"E";3;41.53;14.11;13.71
1975;10;27;"VIC";16;"SO";7;2.66;0.44;1.11
1994;3;10;"BCN";83;"S";7;-6.45;-8.35;0.95
1962;8;3;"TARRACO";85;"SO";3;32.91;11.46;10.72
1956;8;20;"BERGA";181;"NE";6;33.58;-0.15;16.86
1958;11;7;"TIBIDABO";59;"O";5;21.21;17.3;1.96
1995;6;13;"STACOL";18;"NE";7;27.6;17.02;5.29
2012;10;29;"LLEIDA";156;"N";0;14.5;9.21;2.64
2009;10;4;"MASNOU";1;"S";2;32.59;9.88;11.36
2002;8;15;"GIRONA";23;"E";0;-0.16;-4.48;2.16
1989;12;10;"GIRONA";96;"E";7;18.89;-6.33;12.61
1998;11;14;"STACOL";101;"O";10;22.29;-5.3;13.79
1990;9;27;"BCN";32;"NO";5;19.82;-0.01;9.92
2010;1;29;"BERGA";135;"O";3;24.71;6.28;9.21
2017;1;9;"HOSPI";129;"NE";5;44.01;4.8;19.61
1970;6;22;"STACOL";183;"NO";2;9.67;7.04;1.31
1956;11;24;"GIRONA";156;"E";8;9.5;4.15;2.67
2008;10;8;"TARRACO";107;"O";9;37.12;15.76;10.68
1994;4;17;"BERGA";123;"SO";9;1.31;1.14;0.09
1964;1;26;"BERGA";98;"E";9;7.58;-2.15;4.87
1966;6;9;"STACOL";98;"SO";3;29.03;6.75;11.14
2009;6;2;"STACOL";16;"O";7;6.79;-9.72;8.26
1951;11;18;"BERGA";109;"NE";7;43.53;-9.35;26.44
1963;8;4;"STACOL";193;"NE";0;18.99;-0.27;9.63
2000;2;20;"BCN";81;"SE";9;21.58;-4.59;13.08
1991;5;17;"TIBIDABO";141;"S";4;31.7;-8.46;20.08
2012;9;25;"BCN";12;"S";7;30.19;15.04;7.58
1985;2;19;"BCN";30;"N";8;27.74;8.58;9.58
1958;2;17;"LLEIDA";140;"NO";9;43.17;4.71;19.23
2000;8;29;"TARRACO";13;"NO";1;33.62;-6.22;19.92
1995;8;1;"MASNOU";114;"N";1;9.42;3.89;2.76
1960;5;8;"MASNOU";56;"O";8;14.62;-9.86;12.24
1987;7;1;"LLEIDA";124;"S";3;28.44;18.99;4.73
1991;4;12;"STACOL";103;"NE";6;41.23;-5.31;23.27
2008;2;15;"BERGA";151;"SO";1;39.35;7.49;15.93
2001;10;16;"TIBIDABO";45;"E";2;18.0;2.24;7.88
1965;3;2;"VIC";179;"NE";8;17.59;13.11;2.24
1978;4;12;"TIBIDABO";187;"O";8;23.34;18.76;2.29
2014;9;20;"GIRONA";145;"N";8;15.45;15.1;0.17
1986;3;17;"TARRACO";29;"E";3;37.06;-8.68;22.87
2000;3;8;"VIC";117;"SO";10;5.44;-5.94;5.69
1968;1;27;"TARRACO";102;"O";10;5.16;-0.29;2.73
1973;11;18;"TIBIDABO";143;"NE";0;44.57;-6.52;25.55
2011;4;29;"STACOL";5;"E";7;40.04;-2.43;21.23
1957;7;22;"HOSPI";199;"NE";5;1.86;-5.59;3.73
2007;3;21;"BERGA";155;"SO";9;38.77;19.5;9.64
2010;5;16;"TIBIDABO";112;"SE";3;38.79;2.58;18.11
1952;8;27;"HOSPI";103;"S";2;34.51;12.08;11.21
1952;3;10;"BERGA";106;"NE";10;13.74;-6.81;10.28
1969;1;22;"GIRONA";113;"SO";10;26.16;3.29;11.44
1965;5;17;"LLEIDA";119;"NE";10;6.58;-9.72;8.15
1971;5;17;"VIC";34;"E";2;34.14;-2.32;18.23
1964;12;9;"TARRACO";129;"E";3;38.14;18.6;9.77
2000;10;29;"BERGA";71;"SO";9;32.51;2.38;15.06
2005;5;25;"STACOL";162;"SE";8;21.68;16.3;2.69
1952;12;14;"STACOL";152;"N";7;38.21;19.28;9.46
1995;5;8;"HOSPI";54;"N";6;27.1;-3.3;15.2
1976;5;22;"LLEIDA";1;"E";3;27.17;-5.64;16.41
1990;4;17;"BERGA";60;"N";0;12.8;3.23;4.79
2001;8;14;"LLEIDA";21;"O";10;36.3;-1.71;19.0
1963;9;25;"MASNOU";168;"N";9;24.15;18.21;2.97
1954;4;24;"BERGA";83;"NO";3;16.18;-8.13;12.16
2012;5;1;"TIBIDABO";27;"NE";9;41.99;13.16;14.42
1962;4;24;"TIBIDABO";6;"SO";10;26.58;-2.72;14.65
1986;8;14;"GIRONA";157;"NE";5;30.92;1.83;14.55
2011;2;5;"BCN";45;"S";2;28.43;7.94;10.24
1954;6;14;"MASNOU";87;"NO";1;36.34;3.03;16.66
1984;3;20;"LLEIDA";40;"N";10;27.28;3.52;11.88
1981;7;13;"MASNOU";134;"N";6;16.67;2.99;6.84
2000;4;11;"STACOL";158;"SE";3;17.21;8.79;4.21
1987;7;26;"STACOL";95;"S";10;-3.36;-6.02;1.33
1995;6;19;"LLEIDA";4;"E";3;1.55;-4.27;2.91
2015;4;27;"MASNOU";152;"SE";4;27.76;14.02;6.87
1953;10;13;"TARRACO";176;"SE";8;41.81;10.84;15.49
1968;3;1;"VIC";96;"SO";4;18.34;4.61;6.87
1974;10;23;"GIRONA";172;"N";5;42.84;0.49;21.18
1999;11;26;"VIC";153;"NE";7;34.9;8.57;13.16
1953;3;16;"LLEIDA";42;"SO";0;33.84;13.79;10.03
1952;6;5;"STACOL";25;"N";9;16.69;-1.3;9.0
2009;7;22;"BCN";87;"S";0;16.53;-0.87;8.7
1960;10;12;"STACOL";183;"O";6;-2.52;-9.5;3.49
1986;5;2;"STACOL";179;"N";2;23.98;14.15;4.92
2002;8;16;"BERGA";101;"NE";5;31.68;-2.79;17.23
1958;9;5;"TIBIDABO";21;"S";10;19.49;-3.87;11.68
2012;1;29;"TIBIDABO";44;"O";6;32.96;8.64;12.16
2010;3;14;"TIBIDABO";68;"N";2;29.33;-1.36;15.34
2016;2;20;"LLEIDA";9;"O";6;40.34;11.03;14.66
2016;4;12;"GIRONA";84;"NO";2;26.14;13.3;6.42
1973;7;26;"LLEIDA";154;"SO";1;-1.68;-4.4;1.36
1951;6;4;"VIC";186;"S";9;29.92;-4.36;17.14
2009;11;5;"LLEIDA";54;"NE";1;33.31;-1.61;17.46
2015;8;15;"TARRACO";174;"SO";9;26.5;-8.46;17.48
2016;3;21;"GIRONA";175;"N";8;21.22;2.07;9.57
1980;6;5;"BCN";18;"SE";6;19.31;9.56;4.87
1959;8;21;"TIBIDABO";75;"SE";7;35.97;-2.39;19.18
1982;8;12;"HOSPI";93;"S";0;25.55;18.49;3.53
2016;8;9;"TARRACO";131;"NO";8;1.75;-6.02;3.88
1978;12;2;"TIBIDABO";80;"S";7;43.79;16.85;13.47
2000;12;8;"BERGA";111;"S";10;22.9;10.04;6.43
1970;7;2;"TARRACO";33;"SO";0;26.12;-1.32;13.72
1995;1;13;"VIC";111;"SE";9;26.55;10.4;8.07
2010;11;4;"TIBIDABO";37;"SO";7;21.52;-2.21;11.87
1963;4;22;"STACOL";56;"NO";3;5.31;-1.54;3.42
1967;11;16;"MASNOU";28;"S";4;-3.58;-6.05;1.23
2008;9;9;"TIBIDABO";25;"S";1;21.15;-5.32;13.23
1997;6;13;"TARRACO";132;"SE";10;17.33;13.67;1.83
2004;4;14;"STACOL";26;"SO";8;38.51;19.4;9.55
1953;12;10;"STACOL";185;"SO";6;18.83;11.34;3.74
1992;6;29;"HOSPI";167;"NE";3;23.76;4.82;9.47
1990;5;27;"BCN";159;"SE";10;26.23;-1.97;14.1
1968;12;29;"TIBIDABO";63;"SE";7;36.71;-0.73;18.72
1957;9;11;"GIRONA";46;"S";5;17.26;-2.83;10.05
2009;5;20;"STACOL";70;"S";7;33.05;4.02;14.51
1957;5;26;"LLEIDA";132;"O";8;8.54;-7.78;8.16
2012;11;18;"VIC";43;"O";4;34.09;7.64;13.23
1968;10;4;"GIRONA";97;"N";1;20.21;5.59;7.31
1987;7;1;"TIBIDABO";63;"E";5;37.75;4.08;16.84
2000;2;3;"HOSPI";198;"O";2;36.21;15.16;10.53
2001;3;1;"MASNOU";36;"NO";6;36.41;1.51;17.45
1953;8;10;"STACOL";90;"N";6;31.12;1.08;15.02
2015;12;15;"VIC";171;"SE";6;22.45;5.06;8.7
1985;7;7;"TARRACO";9;"E";3;18.76;-4.34;11.55
1961;9;11;"MASNOU";128;"SO";8;28.11;12.88;7.61
1995;1;4;"TARRACO";42;"NO";2;22.64;1.19;10.72
1984;8;4;"HOSPI";153;"SE";6;44.15;12.65;15.75
1968;7;16;"LLEIDA";78;"NE";2;42.66;15.76;13.45
1951;11;14;"GIRONA";28;"S";9;42.41;3.55;19.43
2004;12;14;"HOSPI";55;"SO";4;44.15;9.58;17.29
1990;2;25;"HOSPI";166;"SO";8;23.13;9.2;6.96
2007;4;9;"HOSPI";86;"SO";3;11.57;-0.85;6.21
1966;9;29;"TARRACO";179;"N";2;19.74;15.47;2.13
1977;12;29;"GIRONA";33;"SO";10;34.63;-4.34;19.48
1978;7;30;"GIRONA";74;"SE";4;34.2;10.66;11.77
2011;6;15;"BCN";33;"N";1;19.99;-9.02;14.5
1958;12;20;"STACOL";96;"SO";4;13.82;11.67;1.08
2006;7;22;"HOSPI";72;"NE";5;27.05;13.23;6.91
1980;1;8;"VIC";6;"S";2;24.05;14.42;4.82
1979;4;18;"STACOL";123;"N";4;29.8;1.12;14.34
1967;10;10;"HOSPI";185;"NE";3;37.61;3.23;17.19
1960;3;2;"MASNOU";14;"SO";8;36.08;-0.02;18.05
1986;5;4;"TIBIDABO";70;"N";1;6.4;-0.54;3.47
1985;4;4;"TIBIDABO";195;"SE";0;35.98;-5.72;20.85
1974;11;21;"HOSPI";128;"SO";10;20.01;-7.29;13.65
1979;4;12;"STACOL";42;"SO";1;26.6;13.46;6.57
1965;2;3;"BCN";64;"O";2;15.57;7.54;4.02
1991;3;27;"VIC";52;"N";5;7.53;-7.5;7.52
2010;6;4;"LLEIDA";13;"NE";9;28.63;5.25;11.69
1986;10;10;"TARRACO";49;"SO";8;39.57;7.39;16.09
2011;10;14;"HOSPI";99;"N";5;26.86;7.85;9.5
1956;7;16;"TIBIDABO";24;"NE";6;41.38;-1.48;21.43
1981;5;16;"VIC";67;"N";10;3.81;2.22;0.79
1974;8;15;"BCN";159;"S";0;37.4;18.26;9.57
1967;6;3;"BCN";162;"O";2;25.09;-0.57;12.83
1995;11;6;"VIC";29;"E";8;44.75;4.34;20.2
2001;5;30;"VIC";15;"NO";6;41.25;-0.5;20.88
2010;12;8;"MASNOU";26;"NO";9;-2.03;-5.14;1.55
1972;7;19;"GIRONA";96;"SE";7;24.2;2.14;11.03
2006;8;21;"VIC";97;"O";1;-4.25;-9.8;2.78
1987;9;5;"LLEIDA";81;"O";0;16.82;9.09;3.87
1990;8;20;"TIBIDABO";51;"E";9;32.0;2.27;14.87
1964;10;30;"TARRACO";165;"NO";1;10.84;-9.04;9.94
1956;2;22;"HOSPI";47;"O";9;12.2;8.38;1.91
1995;5;24;"TARRACO";107;"N";6;22.79;15.71;3.54
1971;9;26;"STACOL";130;"S";6;28.77;15.06;6.85
2012;1;19;"STACOL";124;"N";10;30.01;7.74;11.14
1990;8;4;"BERGA";24;"SO";8;31.01;19.07;5.97
2002;12;28;"VIC";90;"NO";0;23.08;18.49;2.29
1971;3;13;"MASNOU";72;"NO";9;44.65;-3.79;24.22
1990;11;14;"STACOL";84;"SE";6;23.65;-0.22;11.93
1991;1;18;"LLEIDA";27;"O";8;25.49;11.18;7.15
1974;4;10;"LLEIDA";3;"NO";5;44.69;9.09;17.8
1983;4;7;"LLEIDA";165;"NE";6;29.91;16.34;6.79
1958;12;2;"VIC";75;"O";9;11.15;3.74;3.71
2011;8;5;"LLEIDA";42;"N";6;22.76;12.87;4.95
2007;3;4;"TARRACO";153;"N";1;9.38;0.3;4.54
2001;12;22;"MASNOU";30;"S";7;26.93;6.2;10.37
2017;12;23;"STACOL";46;"O";7;35.37;10.84;12.26
1976;5;16;"MASNOU";94;"N";6;27.56;-2.46;15.01
1997;9;17;"MASNOU";161;"NO";7;13.55;-4.57;9.06
1979;1;20;"STACOL";98;"NE";3;11.45;-0.75;6.1
1954;4;13;"LLEIDA";9;"O";10;41.06;5.67;17.7
2016;8;21;"TIBIDABO";20;"SE";0;6.44;0.21;3.12
2001;9;16;"TARRACO";157;"S";10;16.17;4.12;6.03
2015;5;2;"MASNOU";11;"S";6;37.2;16.43;10.39
1988;7;6;"MASNOU";136;"NE";1;42.25;-9.01;25.63
1954;4;16;"VIC";29;"O";3;13.21;-1.39;7.3
1959;4;23;"GIRONA";15;"N";6;36.37;10.11;13.13
1966;7;1;"TARRACO";145;"NO";10;17.02;12.28;2.37
1971;10;15;"MASNOU";8;"N";8;8.75;-9.96;9.36
1989;7;9;"MASNOU";98;"N";7;10.08;1.97;4.05
1957;11;7;"MASNOU";0;"E";4;29.46;-3.94;16.7
1998;5;14;"MASNOU";27;"N";9;33.9;13.33;10.29
2003;10;24;"STACOL";76;"N";9;25.78;4.93;10.43
1956;4;12;"LLEIDA";54;"NE";5;39.21;2.23;18.49
2017;8;8;"HOSPI";1;"NO";2;-5.62;-9.02;1.7
1951;5;28;"TIBIDABO";135;"N";4;43.38;1.06;21.16
1997;12;21;"VIC";25;"NO";6;16.3;5.74;5.28
1978;11;3;"BCN";169;"N";5;7.63;-3.89;5.76
1977;9;27;"TARRACO";168;"SO";6;30.72;18.83;5.95
1979;4;16;"HOSPI";89;"SO";9;28.8;17.07;5.87
1996;11;26;"STACOL";162;"SO";10;5.57;-2.88;4.22
1958;8;17;"LLEIDA";126;"E";9;41.96;-0.74;21.35
2018;5;5;"TARRACO";174;"E";3;0.07;-6.16;3.12
1998;6;5;"STACOL";111;"SE";0;1.13;-3.12;2.12
1976;12;26;"HOSPI";20;"N";9;33.04;-0.8;16.92
2016;2;6;"VIC";180;"O";6;21.8;4.8;8.5
2018;11;6;"BCN";192;"SO";9;18.36;-8.69;13.52
1997;7;2;"HOSPI";163;"S";9;33.39;7.43;12.98
2009;8;30;"VIC";132;"SE";8;35.29;15.97;9.66
1985;1;28;"LLEIDA";93;"SE";2;44.74;12.8;15.97
1950;6;19;"BCN";75;"E";5;2.84;2.82;0.01
1960;5;7;"GIRONA";192;"NO";2;16.2;-9.2;12.7
1955;3;24;"MASNOU";48;"SE";1;28.55;12.82;7.87
1987;1;29;"TIBIDABO";81;"SO";7;23.48;10.77;6.36
1987;2;4;"STACOL";2;"O";2;7.17;0.36;3.4
1993;3;28;"MASNOU";3;"E";9;31.9;17.44;7.23
1992;3;15;"LLEIDA";33;"N";5;41.75;-2.75;22.25
1974;11;18;"LLEIDA";188;"E";4;39.55;18.7;10.42
2004;2;8;"BERGA";107;"SE";4;15.44;-4.86;10.15
1996;6;12;"VIC";141;"E";7;37.66;12.22;12.72
2017;7;11;"BERGA";23;"SE";5;39.33;-3.24;21.29
1971;1;11;"BERGA";99;"E";0;31.38;-1.92;16.65
1953;6;26;"GIRONA";167;"SE";0;22.22;-8.83;15.52
1969;11;1;"BERGA";84;"NE";2;39.39;17.94;10.72
1974;8;5;"TIBIDABO";147;"N";6;36.97;4.82;16.07
1974;2;6;"MASNOU";112;"S";9;35.52;15.83;9.85
2012;3;3;"TARRACO";1;"NE";9;3.45;0.76;1.35
2012;3;19;"BCN";197;"NO";8;7.45;-7.26;7.36
1997;7;2;"HOSPI";137;"SE";5;39.42;12.65;13.39
2003;2;14;"TIBIDABO";134;"NO";6;25.08;-6.72;15.9
2010;2;6;"VIC";119;"NE";5;16.84;3.36;6.74
1964;4;20;"MASNOU";99;"NE";5;28.24;18.44;4.9
1988;7;19;"TARRACO";100;"NO";4;34.58;17.43;8.57
1966;1;7;"LLEIDA";9;"NE";4;2.01;-4.31;3.16
1971;7;3;"VIC";75;"SE";2;-0.75;-8.87;4.06
1951;10;16;"GIRONA";36;"N";4;12.71;-5.82;9.27
1977;12;20;"LLEIDA";39;"N";9;13.36;-9.27;11.31
1968;12;19;"BERGA";41;"S";7;32.49;13.49;9.5
2013;9;24;"TARRACO";168;"SE";10;25.94;4.73;10.61
1977;8;4;"VIC";163;"N";7;26.82;6.03;10.39
2012;8;26;"LLEIDA";23;"SO";6;34.55;18.58;7.98
1961;6;8;"HOSPI";38;"O";5;38.47;12.73;12.87
1988;10;28;"TIBIDABO";35;"NO";1;18.0;11.73;3.13
1992;3;2;"VIC";186;"O";0;24.8;15.39;4.71
1994;2;1;"GIRONA";56;"O";2;16.06;4.55;5.75
1990;5;26;"GIRONA";111;"SE";6;17.86;15.5;1.18
1968;6;29;"HOSPI";114;"SO";0;12.0;-4.73;8.37
1980;6;21;"STACOL";80;"SO";5;9.39;3.68;2.86
1954;10;2;"VIC";86;"NE";10;24.84;5.85;9.5
1984;12;30;"BCN";58;"SO";10;35.97;4.83;15.57
1993;1;30;"HOSPI";25;"SE";3;31.67;7.26;12.21
1965;5;30;"BCN";19;"SE";8;5.82;-9.91;7.87
2014;1;13;"STACOL";193;"S";0;17.72;-9.28;13.5
2000;5;14;"TIBIDABO";155;"SO";6;18.47;15.5;1.48
1954;7;18;"LLEIDA";141;"O";7;33.6;19.31;7.15
1966;11;2;"BERGA";129;"SO";1;22.01;2.21;9.9
1957;6;20;"VIC";41;"S";8;0.01;-3.72;1.86
1991;7;17;"BERGA";72;"N";4;34.31;14.93;9.69
1958;12;21;"TIBIDABO";18;"NO";7;-0.92;-5.91;2.5
1967;10;22;"LLEIDA";113;"S";1;17.26;-8.9;13.08
1972;12;8;"STACOL";32;"SE";2;21.81;11.76;5.02
1994;8;13;"LLEIDA";31;"NO";3;43.49;15.48;14.01
1954;9;15;"VIC";154;"O";5;23.99;-0.11;12.05
1979;5;25;"BCN";6;"N";8;29.26;-7.96;18.61
1968;10;3;"STACOL";68;"NO";5;16.97;14.93;1.02
1995;8;27;"HOSPI";155;"E";9;6.39;4.23;1.08
1973;11;4;"VIC";122;"S";2;31.37;-1.15;16.26
1994;11;29;"STACOL";74;"E";2;25.89;12.54;6.68
1951;6;15;"LLEIDA";107;"SO";5;24.94;11.27;6.84
2001;3;6;"HOSPI";17;"O";5;24.13;1.84;11.14
1995;6;24;"TARRACO";128;"O";3;29.02;-1.45;15.23
1976;5;6;"TIBIDABO";91;"SE";7;4.3;-7.44;5.87
1989;1;27;"STACOL";148;"NO";9;9.13;-8.5;8.82
2002;2;19;"STACOL";162;"SO";9;33.88;11.43;11.23
1978;2;1;"TARRACO";169;"SO";5;42.67;3.32;19.68
1953;2;11;"VIC";39;"NO";4;32.29;-1.57;16.93
1969;11;14;"HOSPI";3;"N";2;18.56;0.56;9.0
1991;11;11;"MASNOU";107;"NO";8;21.14;11.17;4.99
2004;3;6;"TIBIDABO";69;"SO";2;42.47;9.24;16.61
1952;9;4;"HOSPI";11;"SE";2;35.71;5.22;15.25
1951;10;18;"LLEIDA";112;"O";8;39.01;9.91;14.55
1993;7;30;"BERGA";1;"SE";0;41.54;14.08;13.73
1961;5;21;"TARRACO";191;"SO";1;33.78;13.66;10.06
1995;7;30;"BERGA";9;"E";5;38.86;2.8;18.03
1957;4;16;"VIC";66;"SE";5;33.12;6.12;13.5
1975;8;13;"VIC";79;"O";10;20.76;9.14;5.81
1978;5;14;"VIC";23;"E";3;22.25;14.56;3.84
1984;4;14;"VIC";139;"S";8;29.25;13.39;7.93
1983;1;5;"BERGA";196;"E";9;38.16;-4.46;21.31
1988;6;13;"LLEIDA";179;"S";9;41.13;14.47;13.33
1959;8;24;"TARRACO";34;"S";8;1.82;-3.69;2.75
1992;4;14;"VIC";16;"E";8;35.13;18.9;8.12
2015;6;1;"BERGA";140;"E";5;28.16;-5.46;16.81
2001;10;19;"BCN";193;"NE";9;32.88;-8.89;20.89
2006;10;22;"MASNOU";197;"E";4;37.64;-1.99;19.82
1997;9;19;"GIRONA";172;"NO";1;17.48;0.64;8.42
1971;4;2;"GIRONA";117;"SO";7;40.36;8.86;15.75
1998;5;26;"HOSPI";17;"SO";9;33.12;14.98;9.07
1976;5;16;"GIRONA";38;"SE";2;22.22;-2.96;12.59
1971;10;7;"TIBIDABO";44;"NO";8;30.07;0.99;14.54
2006;6;17;"TIBIDABO";168;"SO";4;42.33;1.78;20.27
1978;12;30;"TARRACO";130;"SE";6;32.4;15.39;8.5
1970;1;10;"TARRACO";162;"NO";3;27.55;19.84;3.86
2008;6;1;"STACOL";17;"NO";5;25.37;10.64;7.37
1997;4;9;"HOSPI";122;"NO";0;-6.95;-9.28;1.16
2016;1;25;"GIRONA";166;"NE";6;6.29;-9.63;7.96
1965;12;2;"VIC";93;"S";1;39.49;16.21;11.64
1958;3;6;"STACOL";134;"NE";1;41.01;3.8;18.61
1958;10;28;"MASNOU";23;"N";3;26.04;-0.91;13.47
2013;12;24;"LLEIDA";75;"O";5;27.53;8.75;9.39
1954;1;19;"BERGA";2;"S";10;11.06;3.36;3.85
1995;11;12;"VIC";29;"SE";6;35.33;17.25;9.04
2003;1;7;"TARRACO";150;"O";4;14.72;12.89;0.92
1999;4;30;"VIC";196;"N";4;20.55;17.66;1.45
1962;7;24;"HOSPI";148;"NO";7;34.35;18.94;7.71
1976;11;30;"TARRACO";163;"E";5;20.51;17.02;1.75
1996;1;2;"LLEIDA";118;"S";3;17.22;-6.46;11.84
1996;1;5;"STACOL";34;"S";10;40.93;17.96;11.48
2002;1;20;"TIBIDABO";5;"O";2;38.57;-0.01;19.29
1970;12;9;"LLEIDA";131;"O";3;16.79;9.65;3.57
1950;11;24;"BERGA";51;"S";10;9.25;-7.55;8.4
1960;12;17;"TARRACO";188;"SO";10;6.73;3.09;1.82
1959;3;23;"MASNOU";101;"SO";3;41.15;5.57;17.79
1976;9;23;"TARRACO";65;"NE";7;24.11;9.18;7.46
1996;12;2;"GIRONA";90;"NE";2;37.48;12.92;12.28
1965;10;2;"BERGA";75;"O";7;20.49;13.19;3.65
1998;1;10;"STACOL";164;"N";3;22.91;10.78;6.07
1971;10;20;"STACOL";5;"SE";8;27.25;4.28;11.48
1986;4;1;"TARRACO";189;"O";7;42.64;7.65;17.5
1976;1;25;"VIC";74;"SO";0;28.6;4.0;12.3
2017;5;10;"BERGA";136;"NE";9;44.74;7.19;18.78
1980;11;14;"GIRONA";183;"SO";7;15.48;10.62;2.43
1965;7;25;"LLEIDA";130;"NO";7;24.69;0.59;12.05
1961;5;23;"LLEIDA";28;"N";7;16.97;-8.14;12.55
2006;5;15;"HOSPI";106;"NO";7;25.19;0.77;12.21
1994;7;9;"BERGA";125;"O";7;28.1;8.94;9.58
2015;5;4;"HOSPI";113;"E";5;41.39;9.79;15.8
1986;1;30;"STACOL";166;"SE";2;43.69;1.67;21.01
1995;4;13;"BCN";86;"O";8;16.68;14.72;0.98
1996;7;29;"TIBIDABO";142;"N";6;14.33;2.18;6.08
2001;1;3;"LLEIDA";55;"SO";9;30.35;-0.2;15.28
1956;10;20;"HOSPI";195;"NE";4;44.62;-8.46;26.54
1997;5;26;"BERGA";75;"E";8;43.05;10.26;16.39
1994;2;1;"TIBIDABO";45;"E";4;33.66;6.83;13.41
1969;1;9;"HOSPI";174;"O";6;22.2;18.14;2.03
2012;5;6;"TARRACO";140;"N";1;40.26;3.11;18.57
2003;11;2;"BERGA";116;"NO";2;29.05;18.52;5.27
1958;10;5;"MASNOU";83;"NO";7;32.95;4.74;14.11
1971;10;5;"LLEIDA";56;"NE";10;19.16;15.83;1.67
1993;12;17;"HOSPI";147;"N";8;17.53;12.83;2.35
2002;11;21;"BERGA";130;"NE";10;39.89;8.82;15.54
2011;8;26;"VIC";192;"O";9;15.38;-2.26;8.82
1976;8;2;"HOSPI";176;"E";1;17.31;16.57;0.37
1967;6;22;"TIBIDABO";100;"SO";8;36.76;12.85;11.95
1984;6;18;"MASNOU";159;"E";1;42.93;-8.7;25.81
1971;5;22;"HOSPI";141;"N";9;8.79;4.21;2.29
1971;4;29;"STACOL";47;"O";4;36.45;17.01;9.72
1954;12;16;"GIRONA";37;"SO";8;20.42;2.08;9.17
1969;8;7;"MASNOU";145;"E";10;22.94;16.1;3.42
1977;10;4;"LLEIDA";7;"NO";8;28.46;-2.74;15.6
1994;8;25;"MASNOU";24;"SE";2;22.49;2.63;9.93
1970;6;22;"GIRONA";196;"O";7;42.28;4.03;19.12
2011;9;7;"BCN";183;"O";3;21.1;15.23;2.94
1969;10;25;"LLEIDA";31;"NO";0;16.56;-0.93;8.74
1998;5;6;"TARRACO";80;"N";1;36.78;2.52;17.13
1963;5;2;"GIRONA";85;"NO";4;27.81;18.46;4.67
1989;5;20;"HOSPI";181;"N";7;28.96;6.67;11.14
1954;4;18;"HOSPI";152;"SO";9;40.81;9.2;15.81
2002;1;16;"GIRONA";153;"SO";2;35.14;13.07;11.04
1997;5;8;"GIRONA";150;"SO";6;37.05;15.07;10.99
1998;1;22;"MASNOU";16;"S";0;22.49;9.54;6.47
